deckname1;deckname2;forgeborn;L2;L3;L4;factions;numlbl;#>~1stats;#>~2stats;#>~3stats;Creatures;Spells;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;EXALT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;SELFDAMAGE;DESTRUCTION;DEPLOY;READY;FORGEBORN;BATTLE;SLAY;FACE DMG
The Squadron of the Fire;The Adored Droning Coopers;Sunder;2Gathering Storm;3Stim Bolt;4Summon the Swarm;Tempys|Alloyin;51;2/7;1/9;4/9;15;5;0;0;1;5;0;0;0;0;0;0;0;0;0;10;0;0;0;2;0;0;0;1;8;5;0;0;1;2;16;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock;The Adored Droning Coopers;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Might;Uterra|Alloyin;45;1/6;0/6;2/8;14;6;0;0;0;6;0;0;4;0;10;0;0;0;0;6;6;0;0;0;0;0;0;1;0;6;0;0;1;4;-1;0;0;0;0;0;0;0
The Adored Droning Coopers;The Fleeing Feasting Brother Flock;Steel Rosetta;2Repurpose;3Tinker;4Nova's Might;Alloyin|Uterra;51;1/6;0/6;2/8;14;6;0;0;0;6;0;0;4;0;6;0;0;0;0;6;6;0;0;0;0;0;0;1;0;6;0;0;1;8;-1;0;5;-1;0;0;0;0
The Adored Droning Coopers;Outfit of Camping and Waving;Steel Rosetta;2Repurpose;3Tinker;4Darkforge Drain;Alloyin|Uterra;41;2/4;0/5;2/7;13;7;0;0;0;6;0;0;3;0;0;0;0;0;0;7;0;0;0;2;1;0;0;1;0;0;0;0;1;8;-2;0;5;2;4;0;0;0
The Opalescent Ancient Bunch;The Order of Winter and Crushing;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;32;2/5;4/4;6/8;14;6;0;0;4;0;0;0;3;0;4;0;0;0;0;12;4;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
The Adored Droning Coopers;The Squadron of the Fire;Steel Rosetta;2Repurpose;3Tinker;4Summon the Swarm;Alloyin|Tempys;45;2/7;1/9;4/9;15;5;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;8;0;0;0;1;6;16;0;3;2;0;0;0;0
Outfit of Camping and Waving;The Adored Droning Coopers;Oros;2Growth Aura;3Barkskin;4Darkforge Drain;Uterra|Alloyin;29;2/4;0/5;2/7;13;7;0;0;0;6;0;0;3;0;0;0;0;0;0;7;0;0;0;2;1;0;0;1;0;0;0;0;1;4;-2;0;0;0;3;0;0;0
The Adored Droning Coopers;The Imps of Descending Chiron;Steel Rosetta;2Repurpose;3Tinker;4Deathtouch;Alloyin|Nekrium;41;3/4;1/5;3/8;16;4;0;0;0;6;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;6;-5;5;3;2;0;0;0;6
The Order of Winter and Crushing;The Opalescent Ancient Bunch;Oros;2Shapeshift;3Barkskin;4Darkforge Drain;Uterra|Tempys;38;2/5;4/4;6/8;14;6;0;0;4;0;0;0;3;0;4;0;0;0;0;18;4;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
The Imps of Descending Chiron;The Adored Droning Coopers;Cercee;2Life Drain;3Soul Syphon;4Deathtouch;Nekrium|Alloyin;37;3/4;1/5;3/8;16;4;0;0;0;6;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;2;-5;10;0;0;0;0;0;6
The Opalescent Ancient Bunch;The Randomness Army;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;44;3/3;5/4;7/5;14;6;0;0;2;0;1;0;0;9;0;0;0;0;0;12;0;0;0;0;1;0;0;4;0;0;0;0;0;0;6;3;5;1;0;0;0;0
The Randomness Army;The Opalescent Ancient Bunch;Cercee;2Life Drain;3Army Commander;4Soul Syphon;Nekrium|Tempys;49;3/3;5/4;7/5;14;6;0;0;2;0;1;0;0;9;0;0;0;0;0;12;0;0;0;0;1;0;0;6;0;0;0;0;0;0;6;6;5;1;0;0;0;0
The Opalescent Ancient Bunch;The Club Farmers;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;28;3/4;5/4;7/6;14;6;0;0;4;0;0;0;3;0;2;0;0;0;0;12;2;0;0;1;1;0;0;0;0;0;0;0;0;-1;2;0;0;0;0;0;0;0
The Club Farmers;The Opalescent Ancient Bunch;Oros;2Growth Aura;3Darkforge Drain;4Shapeshift;Uterra|Tempys;35;3/4;5/4;7/6;14;6;0;0;4;0;0;0;3;0;2;0;0;0;0;18;3;0;0;1;1;0;0;0;0;0;0;0;0;-1;2;0;0;0;0;0;0;0
The Queens of Emptying Winter;The Opalescent Ancient Bunch;Oros;2Darkforge Drain;3Barkskin;4Shapeshift;Uterra|Tempys;27;2/5;5/6;6/6;14;6;0;0;2;0;0;0;2;0;0;0;0;0;0;18;0;0;0;0;1;0;0;0;0;0;0;0;0;-3;2;-1;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Steely Killion Regiment;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;31;3/6;6/6;7/5;13;7;0;0;6;0;0;0;3;0;0;0;0;0;0;14;0;5;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Queens of Emptying Winter;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;21;2/5;5/6;6/6;14;6;0;0;2;0;0;0;2;0;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;-3;2;-1;0;0;0;0;0;0
The Steely Killion Regiment;The Opalescent Ancient Bunch;Ironbeard;2Shields Up;3Knockback;4Intimidate;Alloyin|Tempys;30;3/6;6/6;7/5;13;7;0;0;6;0;0;0;3;0;0;0;0;0;0;14;0;4;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Able Laughter Pilots;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;41;4/5;5/5;6/6;13;7;0;0;8;0;0;0;2;0;0;0;0;0;0;21;0;0;0;0;1;0;0;3;0;0;0;0;3;0;2;1;0;0;0;0;0;0
The Able Laughter Pilots;The Opalescent Ancient Bunch;Ironbeard;2Reinforce;3Intimidate;4Shields Up;Alloyin|Tempys;41;4/5;5/5;6/6;13;7;0;0;8;0;0;0;2;0;0;0;0;0;0;21;0;0;0;0;1;0;0;3;0;0;0;0;3;0;2;1;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Scourge Shadows;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;57;3/2;4/3;5/3;16;4;0;0;4;0;0;0;0;4;3;0;0;0;0;8;0;0;0;0;1;0;0;16;0;0;0;0;0;0;6;6;5;3;0;-1;0;0
The Scourge Shadows;The Opalescent Ancient Bunch;Cercee;2Army Commander;3Deathtouch;4Soul Syphon;Nekrium|Tempys;64;3/2;4/3;5/3;16;4;0;0;4;0;0;0;0;4;3;0;0;0;0;8;0;0;0;0;1;0;0;20;0;0;0;0;0;0;6;9;5;3;0;-1;0;0
The Sixth Catching Swords;The Opalescent Ancient Bunch;Oros;2Shapeshift;3Darkforge Drain;4Growth Aura;Uterra|Tempys;39;2/3;5/5;9/8;14;6;0;5;2;0;0;0;0;0;8;0;0;0;0;18;3;0;0;0;1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Bunch of the Drawing Resolve;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;29;3/3;6/5;7/5;14;6;0;0;4;4;2;0;0;0;2;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;Grotesquery's Awful Oozes;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;52;3/3;5/4;7/5;15;5;0;0;2;0;0;0;0;9;9;0;0;0;0;10;0;0;0;0;1;0;0;1;0;0;0;0;0;0;10;10;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Antique Voting Aunts;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;26;4/6;6/7;7/5;15;5;0;0;4;0;0;0;4;0;0;0;0;0;0;10;0;0;2;0;1;0;0;2;0;0;0;0;0;-2;2;0;0;0;0;0;0;0
Grotesquery's Awful Oozes;The Opalescent Ancient Bunch;Nix Nekyia;2Army of the Damned;3Soulrip;4Dark Summoning;Nekrium|Tempys;70;3/3;5/4;7/5;15;5;0;0;2;0;0;0;0;11;12;0;0;0;0;10;0;0;0;0;1;0;8;1;0;0;0;0;0;0;10;15;0;0;0;0;0;0
The Bunch of the Drawing Resolve;The Opalescent Ancient Bunch;Ironbeard;2Shields Up;3Reinforce;4Intimidate;Alloyin|Tempys;29;3/3;6/5;7/5;14;6;0;0;4;4;2;0;0;0;2;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Sixth Catching Swords;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;32;2/3;5/5;9/8;14;6;0;5;2;0;0;0;0;0;8;0;0;0;0;12;2;0;0;0;1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0
The Antique Voting Aunts;The Opalescent Ancient Bunch;Ironbeard;2Shields Up;3Knockback;4Reinforce;Alloyin|Tempys;27;4/6;6/7;7/5;15;5;0;0;4;0;0;0;4;0;0;0;0;0;0;10;0;0;3;0;1;0;0;2;0;0;0;0;0;-2;2;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;Champs of Wheezing and Writhing;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;30;2/2;4/3;5/4;14;6;0;0;2;0;0;2;0;2;0;0;0;0;0;12;0;0;0;0;1;0;0;4;0;0;0;0;0;0;4;2;0;0;0;-1;0;0
Champs of Wheezing and Writhing;The Opalescent Ancient Bunch;Cercee;2Soul Syphon;3Deathtouch;4Army Commander;Nekrium|Tempys;36;2/2;4/3;5/4;14;6;0;0;2;0;0;2;0;2;0;0;0;0;0;12;0;0;0;0;3;0;0;6;0;0;0;0;0;0;4;4;0;0;0;-1;0;0
The Opalescent Ancient Bunch;The Legion of Dance and Journey;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;31;3/4;5/4;8/5;13;7;0;0;2;0;0;0;3;0;0;0;0;0;0;14;4;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Opalescent Ancient Bunch;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;32;3/4;5/4;8/5;13;7;0;0;2;0;0;0;3;0;1;0;0;0;0;14;4;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0
The Opalescent Ancient Bunch;Solitude's Sleeping Book Burners;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;27;4/4;6/4;8/6;15;5;0;0;4;0;0;0;3;0;1;0;0;0;0;10;4;0;0;0;4;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Improvization Masons;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;35;3/5;5/5;7/6;15;5;0;0;16;3;2;0;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
The Improvization Masons;The Opalescent Ancient Bunch;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;35;3/5;5/5;7/6;15;5;0;0;16;3;2;0;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Shading Cacklebones Herd;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;21;5/3;7/5;9/6;15;5;0;0;4;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Solitude's Sleeping Book Burners;The Opalescent Ancient Bunch;Nova;2Nova's Dominion;3Nova's Might;4Nova's Wrath;Uterra|Tempys;30;4/4;6/4;8/6;15;5;0;0;4;0;0;0;3;0;4;0;0;0;0;10;4;0;0;0;4;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0
The Shading Cacklebones Herd;The Opalescent Ancient Bunch;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Tempys;22;5/3;7/5;9/6;15;5;0;0;4;0;0;0;0;0;1;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Scarred Sneaky Uncles;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;38;3/4;5/4;7/5;14;6;0;0;4;0;0;2;0;2;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;7;1;0;-1;0;0
The Opalescent Ancient Bunch;The Relentless Foolishness Squad;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;22;4/3;8/4;11/5;15;5;0;0;4;0;0;0;0;0;5;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;0;0;0
The Scarred Sneaky Uncles;The Opalescent Ancient Bunch;Nix Nekyia;2Soulrip;3Dark Summoning;4Raising Dead;Nekrium|Tempys;48;3/4;5/4;7/5;14;6;0;0;4;0;0;2;0;3;3;0;0;0;0;12;0;0;0;0;1;0;4;0;0;0;0;0;0;0;4;6;7;1;0;-1;0;0
The Relentless Foolishness Squad;The Opalescent Ancient Bunch;Oros;2Darkforge Drain;3Shapeshift;4Barkskin;Uterra|Tempys;27;4/3;8/4;11/5;15;5;0;0;4;0;0;0;0;0;5;0;0;0;0;15;0;0;0;0;1;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Fixing Fort Peacekeepers;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;33;4/3;6/4;7/5;14;6;0;0;2;6;0;0;0;0;0;0;0;0;0;12;0;0;0;0;1;0;0;6;0;0;0;0;3;3;0;0;0;0;0;0;0;0
The Fixing Fort Peacekeepers;The Opalescent Ancient Bunch;Ironbeard;2Knockback;3Intimidate;4Reinforce;Alloyin|Tempys;33;4/3;6/4;7/5;14;6;0;0;2;6;0;0;0;0;0;0;0;0;0;12;0;0;0;0;1;0;0;6;0;0;0;0;3;3;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;Day's Locksmiths;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;27;4/4;6/4;6/5;13;7;0;0;2;0;0;0;3;0;0;0;0;0;0;14;0;0;0;-1;1;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers;The Opalescent Ancient Bunch;Cercee;2Army Commander;3Soul Syphon;4Deathtouch;Nekrium|Tempys;43;4/3;6/4;7/4;15;5;1;0;6;0;0;2;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;9;6;1;0;0;0;1
The Opalescent Ancient Bunch;Wrongdoing's Suspending Workers;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;41;4/3;6/4;7/4;15;5;1;0;6;0;0;2;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;6;6;1;0;0;0;2
Day's Locksmiths;The Opalescent Ancient Bunch;Steel Rosetta;2Lightning Speed;3Enhance;4Repurpose;Alloyin|Tempys;40;4/4;6/4;6/5;13;7;0;0;2;0;0;0;3;0;0;0;0;0;0;14;0;0;0;-1;1;0;0;3;0;0;0;0;3;4;2;0;6;-1;0;0;0;0
The Causing Titanic Venom Wildlings;The Opalescent Ancient Bunch;Nova;2Nova's Might;3Nova's Dominion;4Nova's Touch;Uterra|Tempys;26;4/6;7/6;9/8;14;6;0;0;4;0;0;0;0;0;3;0;0;0;0;12;4;0;0;0;1;0;0;0;0;0;0;0;-1;-2;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Mutant Constructing Gang;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;36;2/4;5/6;6/6;14;6;0;0;12;2;0;0;0;0;2;0;0;0;0;12;0;5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Causing Titanic Venom Wildlings;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;23;4/6;7/6;9/8;14;6;0;0;4;0;0;0;0;0;0;0;0;0;0;12;4;0;0;0;1;0;0;0;0;0;0;0;-1;-2;0;0;0;0;0;0;0;0
The Wiry Antique Governors;The Opalescent Ancient Bunch;Nix Nekyia;2Soulrip;3Army of the Damned;4Dark Summoning;Nekrium|Tempys;37;4/3;4/5;8/5;15;5;0;0;2;0;0;0;0;7;0;0;0;0;0;10;0;0;0;0;1;0;4;1;0;0;0;0;0;0;4;8;0;0;0;0;0;0
The Scavenger Rabid Daggers;The Opalescent Ancient Bunch;Oros;2Darkforge Drain;3Shapeshift;4Growth Aura;Uterra|Tempys;33;3/4;5/5;8/7;14;6;0;0;2;0;0;0;0;0;1;0;0;0;0;18;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
The Opalescent Ancient Bunch;The Wiry Antique Governors;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;29;4/3;4/5;8/5;15;5;0;0;2;0;0;0;0;5;0;0;0;0;0;10;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4;6;0;0;0;0;0;0
The Mutant Constructing Gang;The Opalescent Ancient Bunch;Steel Rosetta;2Tinker;3Repurpose;4Enhance;Alloyin|Tempys;49;2/4;5/6;6/6;14;6;0;0;12;3;0;0;0;0;3;0;0;0;0;12;0;4;0;0;1;0;0;2;0;0;0;0;2;2;0;0;5;3;0;0;0;0
The Opalescent Ancient Bunch;The People of Bearing;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;54;2/2;5/3;6/3;14;6;0;0;4;6;2;0;0;0;4;0;0;0;0;18;0;0;1;0;1;0;0;6;0;0;4;0;2;6;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Scavenger Rabid Daggers;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;25;3/4;5/5;8/7;14;6;0;0;2;0;0;0;0;0;1;0;0;0;0;12;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
The Creeping Hell Protectors;The Opalescent Ancient Bunch;Nix Nekyia;2Dark Summoning;3Soulrip;4Raising Dead;Nekrium|Tempys;45;2/4;4/4;5/5;15;5;0;0;2;0;0;0;0;4;3;0;0;0;0;10;1;0;0;0;3;1;10;4;0;0;0;0;0;0;2;2;0;0;0;-1;0;2
The Opalescent Ancient Bunch;The Creeping Hell Protectors;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;32;2/4;4/4;5/5;15;5;0;0;2;0;0;0;0;2;0;0;0;0;0;10;1;0;0;0;1;1;4;4;0;0;0;0;0;0;2;1;0;0;0;-1;0;3
The Opalescent Ancient Bunch;Venom's Fifth Swarm;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;18;3/6;5/5;7/5;15;5;0;0;2;0;0;0;0;0;0;0;0;0;0;10;3;0;0;0;1;0;0;0;0;0;0;0;0;-2;0;-1;0;0;0;0;0;0
Venom's Fifth Swarm;The Opalescent Ancient Bunch;Nova;2Nova's Touch;3Nova's Wrath;4Nova's Dominion;Uterra|Tempys;21;3/6;5/5;7/5;15;5;0;0;2;0;0;0;0;0;3;0;0;0;0;10;3;0;0;0;1;0;0;0;0;0;0;0;0;-2;0;-1;0;0;0;0;0;0
The People of Bearing;The Opalescent Ancient Bunch;Steel Rosetta;2Repurpose;3Tinker;4Whirlwind;Alloyin|Tempys;67;2/2;5/3;6/3;14;6;0;0;4;6;2;0;0;0;4;0;0;0;0;18;0;0;1;0;1;0;0;6;0;0;4;0;2;12;0;0;6;1;0;0;0;0
The Opalescent Ancient Bunch;The Tentacles of the Diseased Bone;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;60;3/2;5/5;6/4;14;6;0;0;2;0;4;0;0;0;14;0;0;0;0;18;0;0;0;0;1;0;0;-1;0;0;0;0;0;0;8;4;5;-1;0;0;0;2
The Tentacles of the Diseased Bone;The Opalescent Ancient Bunch;Cercee;2Army Commander;3Life Drain;4Deathtouch;Nekrium|Tempys;59;3/2;5/5;6/4;14;6;0;0;2;0;4;0;0;0;14;0;0;0;0;18;0;0;0;0;1;0;0;1;0;0;0;0;0;0;8;4;5;-1;0;0;0;1
The Opalescent Ancient Bunch;The Sentrys of Failure Faith;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;29;3/3;5/5;7/7;14;6;0;0;2;0;6;0;3;0;2;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
The Sentrys of Failure Faith;The Opalescent Ancient Bunch;Steel Rosetta;2Enhance;3Tinker;4Whirlwind;Alloyin|Tempys;31;3/3;5/5;7/7;14;6;0;0;2;0;6;0;3;0;3;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Omnivore Brutish Herders;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;25;3/5;6/6;8/7;14;6;0;0;4;0;0;0;4;0;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;-4;2;-1;0;0;0;0;0;0
The Simple Lords;The Opalescent Ancient Bunch;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Might;Uterra|Tempys;37;3/8;5/6;7/6;13;7;0;0;2;0;0;0;3;0;10;0;0;0;0;14;1;0;0;0;4;0;0;0;0;0;0;0;0;-1;2;0;0;0;0;0;0;0
The Omnivore Brutish Herders;The Opalescent Ancient Bunch;Oros;2Darkforge Drain;3Growth Aura;4Barkskin;Uterra|Tempys;31;3/5;6/6;8/7;14;6;0;0;4;0;0;0;4;0;0;0;0;0;0;18;0;0;0;0;1;0;0;0;0;0;0;0;0;-4;2;-1;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Mothers of the Plutonium Echo;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;31;2/2;5/3;7/4;15;5;0;0;2;5;0;0;5;0;0;0;0;0;0;10;0;0;5;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Hurting Demons Larvae;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;50;3/3;7/5;8/8;14;6;0;0;6;0;0;2;0;0;0;0;0;0;0;24;2;0;0;0;1;2;3;0;0;6;0;0;0;0;2;2;0;0;0;0;0;0
Army of Alpha and Curing;The Opalescent Ancient Bunch;Nova;2Nova's Might;3Nova's Dominion;4Nova's Wrath;Uterra|Tempys;37;2/4;4/4;8/5;14;6;1;0;6;0;0;0;0;0;6;0;0;0;0;12;4;0;0;2;1;0;0;0;0;0;0;0;0;1;0;-1;0;0;3;0;0;0
The Mothers of the Plutonium Echo;The Opalescent Ancient Bunch;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;31;2/2;5/3;7/4;15;5;0;0;2;5;0;0;5;0;0;0;0;0;0;10;0;0;5;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
The Hurting Demons Larvae;The Opalescent Ancient Bunch;Nix Nekyia;2Army of the Damned;3Soulrip;4Raising Dead;Nekrium|Tempys;58;3/3;7/5;8/8;14;6;0;0;6;0;0;2;0;0;2;0;0;0;0;24;2;0;0;0;1;2;8;0;0;6;0;0;0;0;2;3;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Simple Lords;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;30;3/8;5/6;7/6;13;7;0;0;2;0;0;0;3;0;3;0;0;0;0;14;1;0;0;0;4;0;0;0;0;0;0;0;0;-1;2;0;0;0;0;0;0;0
The Opalescent Ancient Bunch;Army of Alpha and Curing;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Uterra;31;2/4;4/4;8/5;14;6;1;0;6;0;0;0;0;0;0;0;0;0;0;12;4;0;0;2;1;0;0;0;0;0;0;0;0;1;0;-1;0;0;3;0;0;0
The Opalescent Ancient Bunch;The Aunts of Bleeding Brightsteel;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;30;2/4;4/5;6/6;14;6;0;0;4;0;4;0;0;0;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;6;2;1;0;0;0;0;0;0
The Opalescent Ancient Bunch;The Liches of Rebirth and Duskmaw;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;42;2/3;4/4;7/5;14;6;0;0;4;0;0;0;0;0;0;0;0;0;0;18;1;0;0;0;1;1;0;-1;0;0;0;0;0;0;6;3;5;2;0;0;0;0
The Aunts of Bleeding Brightsteel;The Opalescent Ancient Bunch;Steel Rosetta;2Repurpose;3Enhance;4Whirlwind;Alloyin|Tempys;39;2/4;4/5;6/6;14;6;0;0;4;0;4;0;0;0;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;9;2;1;5;1;0;0;0;0
The Liches of Rebirth and Duskmaw;The Opalescent Ancient Bunch;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Tempys;45;2/3;4/4;7/5;14;6;0;0;4;0;0;0;0;0;3;0;0;0;0;18;1;0;0;0;1;1;0;-1;0;0;0;0;0;0;6;3;5;2;0;0;0;0
The Opening Sisters Liches;The Opalescent Ancient Bunch;Cercee;2Deathtouch;3Life Drain;4Soul Syphon;Nekrium|Tempys;54;3/3;5/3;7/5;14;6;0;0;4;0;2;3;0;3;0;0;0;0;0;24;0;0;0;0;1;0;4;2;0;0;0;0;0;0;4;6;0;0;0;-1;0;0
The Opalescent Ancient Bunch;The Opening Sisters Liches;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Nekrium;52;3/3;5/3;7/5;14;6;0;0;4;0;2;3;0;3;0;0;0;0;0;24;0;0;0;0;1;0;4;2;0;0;0;0;0;0;4;4;0;0;0;-1;0;0
The Opalescent Ancient Bunch;Sparky's Attentive Combatants;Korok;2Lightning Speed;3Demolish;4Whirlwind;Tempys|Alloyin;29;5/5;5/7;7/8;14;6;0;0;8;0;2;0;2;0;0;0;0;0;0;12;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brigade of Druid and Weird;The Opalescent Ancient Bunch;Nova;2Nova's Might;3Nova's Wrath;4Nova's Dominion;Uterra|Tempys;29;3/6;5/8;7/8;15;5;0;0;2;0;0;0;0;0;4;0;0;0;0;10;6;0;0;0;1;3;0;0;0;0;0;0;-1;-2;0;-1;0;0;0;0;0;0
