deckname;value;avglbl;range1;range2;range3;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;FORGEBORN;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Sorcerers of the Oratek Eruptor|The Mothers of the Plutonium Echo;0.0344;73.0000;SPELL;ROBOT;ARMOR, WARRIOR;0;0;0;0;0;0;4.0;0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Hurting Demons Larvae;0.0524;102.0000;SPELL;;;0;0;2.0;0;0;0;1.0;0;0;0;0;0;35.0;0;0;0;0;0;0;0;0;0;16.0;0;0;0;0;0;1.0;0;4.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Aunts of Bleeding Brightsteel;0.0396;86.0000;SPELL;;;0;0;1.0;0;0;0;3.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;1.0;0;2.0;0;0;0;6.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Liches of Rebirth and Duskmaw;0.0842;91.0000;SPELL;;;0;0;1.0;0;0;0;2.0;0;0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;3.0;0;2.0;3.0;2.0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Opening Sisters Liches;0.0673;109.0000;SPELL;ZOMBIE;;0;0;1.0;0;0;0;0;1.0;0;0;0;0;35.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;2.0;0;6.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|Brigade of Druid and Weird;0.0267;66.0000;SPELL;;;0;0;0;0;0;0;2.0;0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|Sparky's Attentive Combatants;0.0249;72.0000;SPELL;WARRIOR;;0;0;3.0;0;0;0;3.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Raiders of Hound and Mask;0.0861;102.0000;SPELL;ZOMBIE;ZOMBIE;0;0;1.0;0;0;0;0;2.0;0;0;0;0;35.0;0;0;0;0;0;0;0;0;0;13.0;0;0;0;0;0;1.0;0;6.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Serious Silver Soldiers;0.0155;75.0000;SPELL;ARMOR;;0;0;0;0;0;0;3.0;0;0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;13.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Farmers of the Spiky Tunnels;0.0142;62.0000;SPELL;BEAST;;0;0;3.0;0;0;0;1.0;0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Sixth Barb Band;0.0694;98.0000;SPELL;ZOMBIE;ZOMBIE;0;0;1.0;0;0;0;1.0;2.0;0;0;0;0;30.0;0;0;0;0;0;0;0;0;1.0;13.0;0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Quantums of Metal and Faith;0.0434;93.0000;SPELL;;;0;0;2.0;0;0;0;1.0;0;0;0;0;0;35.0;0;0;0;0;0;0;0;0;0;11.0;2.0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Phalanx of Everflow Treefolk;0.0302;78.0000;SPELL;WARRIOR;;0;0;0;0;0;0;6.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Champions of the Whisker;0.0373;78.0000;SPELL;;;0;0;1.0;0;0;0;0;0;2.0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;2.0;0;0;0;0;3.0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Overseers of Sparky;0.0293;77.0000;SPELL;;;0;0;2.0;0;0;0;3.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;1.0;0;2.0;0;0;0;4.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Savants of the Ending Predator;0.0518;89.0000;SPELL;ZOMBIE;MINION;0;0;2.0;0;0;0;2.0;1.0;2.0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;2.0;0;0;3.0;2.0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Hermit Spiders;0.0533;74.0000;SPELL;;;0;0;1.0;0;0;0;1.0;0;0;0;0;0;20.0;0;0;0;2.0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;2.0;0;0;0;2.0;3.0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The King Varna Generals;0.0256;77.0000;SPELL;;;0;0;1.0;0;0;0;1.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;3.0;0;4.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Pondering Iron Advisers;0.0392;89.0000;SPELL;ROBOT;;0;0;1.0;0;0;0;3.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;1.0;0;2.0;0;0;0;4.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Company of Botany;0.0171;73.0000;SPELL;;;0;0;1.0;0;0;0;1.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Raiders of Leading Capitals;0.0588;97.0000;SPELL;ROBOT;;0;0;0;0;0;0;2.0;0;0;0;0;0;35.0;0;0;0;2.0;0;0;0;0;0;15.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Mice of the Fierce Fur;0.0239;76.0000;SPELL;;;0;0;0;0;0;0;2.0;0;0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;13.0;0;0;0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Protectors of the Saving Herbs;0.0408;77.0000;SPELL;ROBOT;;0;0;1.0;0;0;0;1.0;0;2.0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Crossing Soul Hags;0.0426;82.0000;SPELL;SPIRIT;ZOMBIE;0;0;0;0;0;0;1.0;1.0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;1.0;11.0;0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Professing Watchdogs;0.0176;69.0000;SPELL;ROBOT;;0;0;1.0;0;0;0;0;0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Group of Brass Conspiracies;0.0607;93.0000;SPELL;ZOMBIE;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;13.0;0;0;0;0;0;3.0;0;4.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Fleeing Feasting Brother Flock;0.0277;87.0000;SPELL;;;0;0;1.0;0;0;0;3.0;0;0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Imps of Descending Chiron;0.0279;62.0000;SPELL;ZOMBIE;;0;0;0;0;0;0;0;1.0;4.0;0;0;0;15.0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;0;4.0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|Outfit of Camping and Waving;0.0443;79.0000;SPELL;;;0;0;1.0;0;0;0;2.0;0;0;0;0;0;30.0;0;0;0;2.0;0;0;0;0;0;13.0;0;0;0;0;0;1.0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Farmers of the Spiky Tunnels|Day's Locksmiths;0.0133;21.0000;BEAST;WARRIOR;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Heralds of Silk Collection;0.0087;46.0000;BEAST;SPELL;;1.0;0;3.0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;4.0;0;3.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|Wrongdoing's Suspending Workers;0.0078;32.0000;BEAST;BEAST;;3.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;1.0;2.0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|Impulse's Shadowflame Squad;0.0476;37.0000;BEAST;MAGE;;1.0;3.0;3.0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;3.5;0;0;1.5;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Mutant Constructing Gang;0.0010;24.0000;BEAST;ROBOT;MAGE;0;0;3.0;1.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Wiry Antique Governors;0.0197;42.0000;BEAST;ZOMBIE;ZOMBIE;4.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The People of Bearing;0.0213;54.0000;BEAST;ROBOT;;0;0;0;1.0;0;0;0;0;3.0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0;3.5;0;0;8.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Creeping Hell Protectors;0.0000;23.0000;BEAST;ZOMBIE;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Mixing Figment Collectors;0.0000;25.0000;BEAST;;;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Tentacles of the Diseased Bone;0.0439;51.0000;BEAST;MINION;;1.0;0;0;0;0;0;0;0;6.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;1.0;2.0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Sentrys of Failure Faith;0.0092;21.0000;BEAST;WARRIOR;;0;0;0;0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Former Hoping Valkyrie Trustees;0.0000;16.0000;BEAST;;;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Fire Breathers of the Heartseeker;0.0247;30.0000;BEAST;MAGE;;1.0;0;3.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Mothers of the Plutonium Echo;0.0038;26.0000;BEAST;ROBOT;ARMOR, WARRIOR;0;0;0;1.0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Hurting Demons Larvae;0.0070;43.0000;BEAST;;;2.0;0;0;0;0;3.0;0;0;0;0;0;0;4.0;1.0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Aunts of Bleeding Brightsteel;0.0018;29.0000;BEAST;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Liches of Rebirth and Duskmaw;0.0103;31.0000;BEAST;;;3.0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;3.0;1.0;2.0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Fortelling Aggravating Ticklers;0.0017;26.0000;BEAST;SPELL;;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;0;0;0;0;3.5;0;0;1.5;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Opening Sisters Liches;0.0255;51.0000;BEAST;ZOMBIE;;0;0;0;0;0;3.0;0;1.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|Vindicators of Sobbing and Baking;0.0000;21.0000;BEAST;DINOSAUR;;0;3.0;3.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|Sparky's Attentive Combatants;0.0000;12.0000;BEAST;WARRIOR;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Raiders of Hound and Mask;0.0345;43.0000;BEAST;ZOMBIE;ZOMBIE;0;0;0;0;0;3.0;0;2.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Serious Silver Soldiers;0.0000;13.0000;BEAST;ARMOR;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Sorcerers of the Oratek Eruptor;0.0147;41.0000;BEAST;SPELL;;0;0;3.0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Sixth Barb Band;0.0136;35.0000;BEAST;ZOMBIE;ZOMBIE;3.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Masters of Swearing;0.0000;29.0000;BEAST;MAGE;;1.0;3.0;3.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Quantums of Metal and Faith;0.0027;31.0000;BEAST;;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;1.0;0;0;0;0;0;0;0;3.5;0;0;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Overseers of Sparky;0.0000;18.0000;BEAST;;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|Doctors of Tatoo and Comparing;0.0000;35.0000;BEAST;MAGE;;0;0;6.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Savants of the Ending Predator;0.0122;26.0000;BEAST;ZOMBIE;MINION;1.0;0;0;0;0;0;0;1.0;3.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Host of the Confident Miracles;0.0000;20.0000;BEAST;;;0;0;3.0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The King Varna Generals;0.0000;25.0000;BEAST;;;2.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Pondering Iron Advisers;0.0037;34.0000;BEAST;ROBOT;;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Raiders of Leading Capitals;0.0239;28.0000;BEAST;ROBOT;;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Monks of the Great Quitting Fire;0.0247;21.0000;BEAST;MAGE;;1.0;0;3.0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Senseis who became Champs;0.0162;34.0000;BEAST;;;1.0;0;3.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Protectors of the Saving Herbs;0.0041;25.0000;BEAST;ROBOT;;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Crossing Soul Hags;0.0031;29.0000;BEAST;SPIRIT;ZOMBIE;1.0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;2.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Professing Watchdogs;0.0027;21.0000;BEAST;ROBOT;;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Group of Brass Conspiracies;0.0077;40.0000;BEAST;ZOMBIE;;3.0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;3.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Squadron of the Fire;0.0146;36.0000;BEAST;MAGE;;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0
The Farmers of the Spiky Tunnels|The Imps of Descending Chiron;0.0202;24.0000;BEAST;ZOMBIE;;3.0;0;0;0;0;0;0;1.0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0
The Sixth Barb Band|Day's Locksmiths;0.0450;60.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;2.0;0;0;1.0;5.0;10.0;0;0;0;4.0;0;0;0;0;0;0
The Sixth Barb Band|The Heralds of Silk Collection;0.0625;81.0000;ZOMBIE;ZOMBIE;SPELL;1.0;0;1.0;0;0;0;0;0;0;0;0;0;16.0;0;0;0;0;0;0;0;0;0;8.0;0;1.0;0;0;0;3.0;3.0;4.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|The Causing Titanic Venom Wildlings;0.0276;46.0000;ZOMBIE;ZOMBIE;;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;6.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;6.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|Impulse's Shadowflame Squad;0.0555;59.0000;ZOMBIE;ZOMBIE;MAGE;1.0;0;1.0;0;0;0;1.0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;4.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|The Mutant Constructing Gang;0.0437;50.0000;ZOMBIE;ZOMBIE;ROBOT, MAGE;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;3.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Sixth Barb Band|The Scavenger Rabid Daggers;0.0247;43.0000;ZOMBIE;ZOMBIE;;1.0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;2.0;0;0;0;0;3.0;0;0;0;0;0
The Sixth Barb Band|The People of Bearing;0.1321;88.0000;ZOMBIE;ZOMBIE;ROBOT;0;0;0;0;0;0;0;0;2.0;0;0;0;4.0;0;0;0;0;0;0;0;10.0;0;0;2.0;0;2.0;0;0;0;3.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Sixth Barb Band|The Mixing Figment Collectors;0.0287;56.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;0;0;2.0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;6.0;3.0;4.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|Venom's Fifth Swarm;0.0180;49.0000;ZOMBIE;ZOMBIE;;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;8.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|The Sentrys of Failure Faith;0.0760;50.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;1.0;5.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Sixth Barb Band|The Omnivore Brutish Herders;0.0223;50.0000;ZOMBIE;ZOMBIE;WARRIOR;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;6.0;12.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|The Former Hoping Valkyrie Trustees;0.0351;47.0000;ZOMBIE;ZOMBIE;;1.0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;4.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|The Simple Lords;0.0165;46.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;0;0;1.0;2.0;2.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;3.0;6.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|The Fire Breathers of the Heartseeker;0.0491;64.0000;ZOMBIE;ZOMBIE;MAGE;1.0;0;1.0;0;0;0;0;2.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;1.0;4.0;0;0;0;0;0;8.0;5.0;2.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|Army of Alpha and Curing;0.0557;60.0000;ZOMBIE;ZOMBIE;BEAST;3.0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;8.0;0;0;0;1.0;3.0;0;0;0;0;0
The Sixth Barb Band|The Mothers of the Plutonium Echo;0.0216;55.0000;ZOMBIE;ZOMBIE;ROBOT, ARMOR, WARRIOR;0;0;0;0;0;0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;3.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Sixth Barb Band|The Aunts of Bleeding Brightsteel;0.0188;60.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;8.0;10.0;0;0;0;3.0;0;0;0;0;0;0
The Sixth Barb Band|The Fortelling Aggravating Ticklers;0.0467;51.0000;ZOMBIE;ZOMBIE;SPELL;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;3.0;0;0;0;0;2.0;0;0;0;0;0;3.0;4.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|Vindicators of Sobbing and Baking;0.0109;49.0000;ZOMBIE;ZOMBIE;DINOSAUR;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;7.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|Brigade of Druid and Weird;0.0199;57.0000;ZOMBIE;ZOMBIE;;2.0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;0;0;0;6.0;6.0;0;0;0;0;0;0;0;0;0;0
The Sixth Barb Band|Sparky's Attentive Combatants;0.0150;42.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;3.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Sixth Barb Band|The Serious Silver Soldiers;0.0154;40.0000;ZOMBIE;ZOMBIE;ARMOR;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;3.0;2.0;0;0;0;0;0;0;0;0;0;0
